,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1683.0579323819265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1683.0579323819265,1683.0579323819265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1683.0579323819265,1683.0579323819265,1683.0579323819265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1598.2415649071115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1598.2415649071115,1792.280612032404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1598.2415649071115,1792.280612032404,1472.2618076992428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1577.7315632323373,1793.0472680533633,1472.9275129996167,1393.6054630426945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1577.7315632323373,1793.0472680533633,1472.9275129996167,1304.1892969495152,167.71929444938905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1516.2517473461323,1726.392526579845,1406.7431123197978,1157.5123122272607,250.52563416773057,690.3067629050825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1516.2517473461323,1726.392526579845,990.535118098956,753.9228226443644,206.36364625995407,644.6683414524083,559.7394025403747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1516.2517473461323,1726.392526579845,961.8952964301479,729.2216052108323,173.83947510015514,572.2136497624325,500.6935783932171,342.52968847574766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1639.7487872362133,1860.2846527673153,825.6714452753076,700.8334202733765,110.07943706776882,396.40878221015373,502.02487913045604,214.47624239935806,964.4873953931219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1639.7487872362133,1860.2846527673153,825.6714452753076,700.8334202733765,116.61620050464126,404.57784980429926,717.4571959429927,397.9033069832584,1266.3714197029346,1109.6008940431768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1639.7487872362133,1860.2846527673153,821.8324907726983,697.2669452885948,114.4728582123048,401.90668501457174,753.3148093697041,425.72969690762795,1316.3151978900778,1127.8837298898734,531.9106199354319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1639.7487872362133,1860.2846527673153,1587.5549412052876,1266.5598792583685,373.65091904375197,523.7808769810202,906.2537273575244,707.4823059402522,1811.4787579318104,1566.3828768688156,860.8067895103986,698.8226175056551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1639.7487872362133,1860.2846527673153,1587.5549412052876,1256.0402280181975,303.9578859270433,448.0894331348177,811.5576589733801,750.2143246107003,2129.135847235306,1887.8334474947144,1042.2658388152524,861.0364629304731,460.9824178037445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1470.048376685006,1676.300090839262,1421.9059932699718,1551.2403820236204,492.8492848480364,1032.706034728493,1459.056926165328,1145.3184431868542,2728.568611308495,2455.2650512366376,1445.321174680587,1441.6361202725814,944.765194683617,838.7972183414877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1461.1291975591764,1666.6301598185094,1444.5224250403498,1575.0392563359032,507.1448382037265,1052.1489696447716,1482.5269448363917,1015.7473762866211,2501.90463688195,2246.7540668637184,1299.6544435462492,1239.8775986751018,890.296748348941,786.9837975830819,-69.8273912975099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1461.1291975591764,1666.6301598185094,1392.309979500199,1520.097016040752,468.1639546492952,999.3169265439808,1418.75215757586,966.986820233785,2416.4016930846983,2170.110601686763,1303.5239678397293,853.1188273571331,882.4901793371064,1093.7808318183495,129.3900293731503,-31.095375657528223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1461.1291975591764,1666.6301598185094,1325.8220880367064,1450.1329744848763,532.8366972689814,878.8709693884537,1272.3345267512168,847.8799526175917,2208.9452336096647,1718.1744715259058,961.2298913749266,845.898239153217,960.2640549764958,1401.5474558160327,161.40120715036358,-42.08232576485511,-113.099387102149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1461.1291975591764,1666.6301598185094,1325.8220880367064,1321.925441613718,328.12198245084494,587.949049880702,920.4879331272118,567.0453417025221,1716.916892529382,1220.0182631814562,609.6190219688318,515.1513619209444,607.8868797097527,974.4429486110835,116.16276834612023,64.73049329249375,28.98319688716134,34.715873872492324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,1212.4202679210466,1208.8904389625338,335.8088120949825,701.9913180725907,1024.6891782288628,598.300375395492,1771.7135216547701,1658.414950308418,901.9326406183757,786.8054501605407,899.4455509995714,1067.4469637832503,67.71398022300139,74.3005773547996,19.179781135676194,32.463212604820455,151.31353474610557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,1212.4202679210466,1208.8904389625338,335.8088120949825,701.9913180725907,1024.6891782288628,598.300375395492,1771.7135216547701,1658.414950308418,899.115210801014,784.1909682192588,896.6497945978417,1064.4096906108252,72.95900096264029,70.54718000232168,34.44108660717541,126.19418005383056,231.2939674414576,320.61679108335505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,1212.4202679210466,1208.8904389625338,335.8088120949825,554.6919842417421,849.0781563108198,472.50518885052634,1552.1458798746855,1509.220196218482,792.7828119372964,690.3583281696183,797.1202641666691,956.1887712337841,53.6279469780161,66.3610003141643,41.5464392295475,108.27412225934813,323.40823745664784,396.1240807238378,246.94887445584874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,1212.4202679210466,1001.5836203516525,292.627759500288,506.01783092057326,790.5362900056386,592.0538462826275,1762.0290262969274,1404.1339980759342,659.616517027711,554.5359364879544,755.5059367035826,931.0048251384515,484.30821348343795,120.1325189833168,68.209318521476,188.62289562081753,434.00844302014315,527.9046412970615,386.9178510543944,151.22469417601855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,935.0266113065163,751.274579060971,67.01560471429536,244.81166266817786,480.50826893967974,323.0745722443186,1290.340504331255,998.4852535366924,412.18583054473595,324.3038440828067,494.6119452088151,644.3870383683355,396.175579240994,186.49036904077502,147.56715887854318,576.1765102507956,890.2187282108381,1087.6459771500963,1026.6148194154744,696.1463205991478,676.474144738253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1683.0579323819265,1641.179892357212,1380.1636612494037,1578.8495311162098,935.0266113065163,751.274579060971,169.18260848433522,364.58605682254347,622.6696070217549,446.21553395049614,1506.2798855506521,1081.0252606746897,581.1775737910891,481.5661098046311,674.0238472730205,841.5072957895716,482.2145086221458,333.66088576548873,286.3095491005058,670.6438640011118,988.9530471101231,1440.5863236594735,1577.4863097266032,1110.5917596966528,928.5953095989173,789.6446075130273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
