Buy,Sell,Value
2,16,-285.1076275595064
2,17,-622.2044574078161
2,18,-676.7351498238972
2,19,-667.2497147165406
2,20,-671.5018821986483
2,21,-561.9052856132942
2,22,-580.2490857661058
2,23,-456.0444565759134
2,24,-518.3339321065607
2,25,-591.1446441104971
2,26,-551.134333877009
2,27,-617.0530528279218
2,28,-614.5609235973741
2,29,-636.7703854037649
2,30,-647.6415440262692
2,31,-486.5737146610471
2,32,-474.30956670752494
2,33,-378.8854259717161
2,34,-392.29509867176927
2,35,-323.3663727804561
2,36,-431.8982732297459
2,37,-453.7417941994176
2,38,-541.7717549755098
2,39,-553.1205411048061
2,40,-608.9922855034855
2,41,-559.442906452154
2,42,-522.763546436368
2,43,-527.1825262078838
2,44,-491.96651407348844
2,45,-491.24802694679045
2,46,-499.9350433576735
2,47,-509.9350207324878
2,48,-452.4681752283445
2,49,-472.6191086180646
2,50,-470.9809229624249
2,51,-471.50924207747556
2,52,-476.4299252623804
2,53,-519.5441996233701
2,54,-628.3095041568573
2,55,-657.0896653032252
2,56,-659.2342503485906
2,57,-659.3644135783236
2,58,-658.523406277513
2,59,-654.7358925043079
2,60,-656.2395770425192
2,61,-655.907176780794
2,62,-656.0512569967995
2,63,-640.004940140583
2,64,-614.0667945938114
2,65,-614.083650333881
2,66,-614.3371134695195
2,67,-616.7497440807921
2,68,-616.7338767330793
2,69,-616.4663462419501
2,70,-617.0330861390479
2,71,-617.1632640519796
2,72,-617.1905440035205
2,73,-617.1904311247717
2,74,-587.8749874090101
2,75,-586.161295754293
2,76,-587.2410905988477
2,77,-588.6574185642347
2,78,-588.967462470714
2,79,-588.9523268956684
2,80,-589.0147786775902
2,81,-589.1022127318183
2,82,-589.1045240525078
2,83,-589.1765318647982
2,84,-589.1871127845243
2,85,-589.1871127845243
2,86,-589.1923479157648
2,87,-589.1923479157648
2,88,-589.1975148082399
2,89,-589.1954417442613
2,90,-589.1703359004558
2,91,-589.1812060010861
2,92,-588.8082007195744
2,93,-588.8131977537514
2,94,-588.8111235761045
2,95,-589.4362788615153
2,96,-589.4362788615153
2,97,-589.4362788615153
2,98,-589.4362788615153
2,99,-589.4362788615153
3,0,-990
3,1,-990
3,2,-990
3,3,-990
3,4,-990
3,5,-980.2897389977645
3,6,-961.0671471195517
3,7,-940.9258232424934
3,8,-881.33307516375
3,9,-829.2692194307317
3,10,-739.2993465461203
3,11,-495.8826155069909
3,12,-573.2202193499726
3,13,-596.7511528305661
3,14,-88.81654218229369
3,15,-138.7685707965611
3,16,-285.1076275595064
3,17,-622.2044574078161
3,18,-676.7351498238972
3,19,-667.2497147165406
3,20,-671.5018821986483
3,21,-561.9052856132942
3,22,-580.2490857661058
3,23,-456.0444565759134
3,24,-518.3339321065607
3,25,-591.1446441104971
3,26,-551.134333877009
3,27,-617.0530528279218
3,28,-614.5609235973741
3,29,-636.7703854037649
3,30,-647.6415440262692
3,31,-486.5737146610471
3,32,-474.30956670752494
3,33,-378.8854259717161
3,34,-392.29509867176927
3,35,-323.3663727804561
3,36,-431.8982732297459
3,37,-453.7417941994176
3,38,-541.7717549755098
3,39,-553.1205411048061
3,40,-608.9922855034855
3,41,-559.442906452154
3,42,-522.763546436368
3,43,-527.1825262078838
3,44,-491.96651407348844
3,45,-491.24802694679045
3,46,-499.9350433576735
3,47,-509.9350207324878
3,48,-452.4681752283445
3,49,-472.6191086180646
3,50,-470.9809229624249
3,51,-471.50924207747556
3,52,-476.4299252623804
3,53,-519.5441996233701
3,54,-628.3095041568573
3,55,-657.0896653032252
3,56,-659.2342503485906
3,57,-659.3644135783236
3,58,-658.523406277513
3,59,-654.7358925043079
3,60,-656.2395770425192
3,61,-655.907176780794
3,62,-656.0512569967995
3,63,-640.004940140583
3,64,-614.0667945938114
3,65,-614.083650333881
3,66,-614.3371134695195
3,67,-616.7497440807921
3,68,-616.7338767330793
3,69,-616.4663462419501
3,70,-617.0330861390479
3,71,-617.1632640519796
3,72,-617.1905440035205
3,73,-617.1904311247717
3,74,-587.8749874090101
3,75,-586.161295754293
3,76,-587.2410905988477
3,77,-588.6574185642347
3,78,-588.967462470714
3,79,-588.9523268956684
3,80,-589.0147786775902
3,81,-589.1022127318183
3,82,-589.1045240525078
3,83,-589.1765318647982
3,84,-589.1871127845243
3,85,-589.1871127845243
3,86,-589.1923479157648
3,87,-589.1923479157648
3,88,-589.1975148082399
3,89,-589.1954417442613
3,90,-589.1703359004558
3,91,-589.1812060010861
3,92,-588.8082007195744
3,93,-588.8131977537514
3,94,-588.8111235761045
3,95,-589.4362788615153
3,96,-589.4362788615153
3,97,-589.4362788615153
3,98,-589.4362788615153
3,99,-589.4362788615153
4,0,-990
4,1,-990
4,2,-990
4,3,-990
4,4,-990
4,5,-980.2897389977645
4,6,-961.0671471195517
4,7,-940.9258232424934
4,8,-881.33307516375
4,9,-829.2692194307317
4,10,-739.2993465461203
4,11,-495.8826155069909
4,12,-573.2202193499726
4,13,-596.7511528305661
4,14,-88.81654218229369
4,15,-138.7685707965611
4,16,-285.1076275595064
4,17,-622.2044574078161
4,18,-676.7351498238972
4,19,-667.2497147165406
4,20,-671.5018821986483
4,21,-561.9052856132942
4,22,-580.2490857661058
4,23,-456.0444565759134
4,24,-518.3339321065607
4,25,-591.1446441104971
4,26,-551.134333877009
4,27,-617.0530528279218
4,28,-614.5609235973741
4,29,-636.7703854037649
4,30,-647.6415440262692
4,31,-486.5737146610471
4,32,-474.30956670752494
4,33,-378.8854259717161
4,34,-392.29509867176927
4,35,-323.3663727804561
4,36,-431.8982732297459
4,37,-453.7417941994176
4,38,-541.7717549755098
4,39,-553.1205411048061
4,40,-608.9922855034855
4,41,-559.442906452154
4,42,-522.763546436368
4,43,-527.1825262078838
4,44,-491.96651407348844
4,45,-491.24802694679045
4,46,-499.9350433576735
4,47,-509.9350207324878
4,48,-452.4681752283445
4,49,-472.6191086180646
4,50,-470.9809229624249
4,51,-471.50924207747556
4,52,-476.4299252623804
4,53,-519.5441996233701
4,54,-628.3095041568573
4,55,-657.0896653032252
4,56,-659.2342503485906
4,57,-659.3644135783236
4,58,-658.523406277513
4,59,-654.7358925043079
4,60,-656.2395770425192
4,61,-655.907176780794
4,62,-656.0512569967995
4,63,-640.004940140583
4,64,-614.0667945938114
4,65,-614.083650333881
4,66,-614.3371134695195
4,67,-616.7497440807921
4,68,-616.7338767330793
4,69,-616.4663462419501
4,70,-617.0330861390479
4,71,-617.1632640519796
4,72,-617.1905440035205
4,73,-617.1904311247717
4,74,-587.8749874090101
4,75,-586.161295754293
4,76,-587.2410905988477
4,77,-588.6574185642347
4,78,-588.967462470714
4,79,-588.9523268956684
4,80,-589.0147786775902
4,81,-589.1022127318183
4,82,-589.1045240525078
4,83,-589.1765318647982
4,84,-589.1871127845243
4,85,-589.1871127845243
4,86,-589.1923479157648
4,87,-589.1923479157648
4,88,-589.1975148082399
4,89,-589.1954417442613
4,90,-589.1703359004558
4,91,-589.1812060010861
4,92,-588.8082007195744
4,93,-588.8131977537514
4,94,-588.8111235761045
4,95,-589.4362788615153
4,96,-589.4362788615153
4,97,-589.4362788615153
4,98,-589.4362788615153
4,99,-589.4362788615153
5,0,-990
5,1,-990
5,2,-990
5,3,-990
5,4,-990
5,5,-980.2897389977645
5,6,-961.0671471195517
5,7,-940.9258232424934
5,8,-881.33307516375
5,9,-829.2692194307317
5,10,-739.2993465461203
5,11,-495.8826155069909
5,12,-573.2202193499726
5,13,-596.7511528305661
5,14,-88.81654218229369
5,15,-138.7685707965611
5,16,-285.1076275595064
5,17,-622.2044574078161
5,18,-676.7351498238972
5,19,-667.2497147165406
5,20,-671.5018821986483
5,21,-561.9052856132942
5,22,-580.2490857661058
5,23,-456.0444565759134
5,24,-518.3339321065607
5,25,-591.1446441104971
5,26,-551.134333877009
5,27,-617.0530528279218
5,28,-614.5609235973741
5,29,-636.7703854037649
5,30,-647.6415440262692
5,31,-486.5737146610471
5,32,-474.30956670752494
5,33,-378.8854259717161
5,34,-392.29509867176927
5,35,-323.3663727804561
5,36,-431.8982732297459
5,37,-453.7417941994176
5,38,-541.7717549755098
5,39,-553.1205411048061
5,40,-608.9922855034855
5,41,-559.442906452154
5,42,-522.763546436368
5,43,-527.1825262078838
5,44,-491.96651407348844
5,45,-491.24802694679045
5,46,-499.9350433576735
5,47,-509.9350207324878
5,48,-452.4681752283445
5,49,-472.6191086180646
5,50,-470.9809229624249
5,51,-471.50924207747556
5,52,-476.4299252623804
5,53,-519.5441996233701
5,54,-628.3095041568573
5,55,-657.0896653032252
5,56,-659.2342503485906
5,57,-659.3644135783236
5,58,-658.523406277513
5,59,-654.7358925043079
5,60,-656.2395770425192
5,61,-655.907176780794
5,62,-656.0512569967995
5,63,-640.004940140583
5,64,-614.0667945938114
5,65,-614.083650333881
5,66,-614.3371134695195
5,67,-616.7497440807921
5,68,-616.7338767330793
5,69,-616.4663462419501
5,70,-617.0330861390479
5,71,-617.1632640519796
5,72,-617.1905440035205
5,73,-617.1904311247717
5,74,-587.8749874090101
5,75,-586.161295754293
5,76,-587.2410905988477
5,77,-588.6574185642347
5,78,-588.967462470714
5,79,-588.9523268956684
5,80,-589.0147786775902
5,81,-589.1022127318183
5,82,-589.1045240525078
5,83,-589.1765318647982
5,84,-589.1871127845243
5,85,-589.1871127845243
5,86,-589.1923479157648
5,87,-589.1923479157648
5,88,-589.1975148082399
5,89,-589.1954417442613
5,90,-589.1703359004558
5,91,-589.1812060010861
5,92,-588.8082007195744
5,93,-588.8131977537514
5,94,-588.8111235761045
5,95,-589.4362788615153
5,96,-589.4362788615153
5,97,-589.4362788615153
5,98,-589.4362788615153
5,99,-589.4362788615153
6,0,-990
6,1,-990
6,2,-990
6,3,-990
6,4,-990
6,5,-980.2897389977645
6,6,-961.0671471195517
6,7,-940.9258232424934
6,8,-881.33307516375
6,9,-829.2692194307317
6,10,-739.2993465461203
6,11,-495.6111056302675
6,12,-573.0055409971892
6,13,-596.561813687698
6,14,-88.33361270226624
6,15,-138.32821919941136
6,16,-284.771501710773
6,17,-622.0906410201405
6,18,-676.6597414562181
6,19,-667.1818275804294
6,20,-671.4359184298122
6,21,-561.8015268286888
6,22,-580.1607020389124
6,23,-455.9158733548009
6,24,-518.2429231728572
6,25,-591.0749197166724
6,26,-551.0612311151688
6,27,-617.0116676408428
6,28,-614.5286432522424
6,29,-636.7444692824789
6,30,-647.6201910825762
6,31,-486.5237632357186
6,32,-474.2538944540147
6,33,-371.08046057868154
6,34,-385.11592075526914
6,35,-314.2634897530659
6,36,-425.4824612620598
6,37,-449.09104140559606
6,38,-540.7630348360744
6,39,-553.1205411048061
6,40,-608.9922855034855
6,41,-559.442906452154
6,42,-522.763546436368
6,43,-527.1825262078838
6,44,-491.96651407348844
6,45,-495.04756084159095
6,46,-502.0990573584351
6,47,-511.75081631892493
6,48,-455.56426752054637
6,49,-474.83684629864206
6,50,-473.7500484964761
6,51,-474.18053129012725
6,52,-478.79775865684076
6,53,-520.9071422233111
6,54,-629.3110410360624
6,55,-657.9593634720284
6,56,-659.775105242803
6,57,-659.8222668749842
6,58,-659.0293580362869
6,59,-654.7358925043079
6,60,-656.552909360246
6,61,-656.1748528732403
6,62,-656.2984501917531
6,63,-640.2159767085469
6,64,-614.2770096190997
6,65,-614.7628234370083
6,66,-614.3371134695195
6,67,-616.7497440807921
6,68,-616.7338767330793
6,69,-616.4663462419501
6,70,-617.0330861390479
6,71,-617.1632640519796
6,72,-617.1905440035205
6,73,-617.1904311247717
6,74,-587.8749874090101
6,75,-586.161295754293
6,76,-587.2410905988477
6,77,-588.6574185642347
6,78,-588.967462470714
6,79,-588.9523268956684
6,80,-589.0147786775902
6,81,-589.1022127318183
6,82,-589.1045240525078
6,83,-589.4764194479011
6,84,-589.4784608822418
6,85,-589.4784608822418
6,86,-589.4805706581
6,87,-589.4805706581
6,88,-589.482652933506
6,89,-589.4818174816031
6,90,-589.4744448546478
6,91,-589.4790033443909
6,92,-588.8082007195744
6,93,-588.8131977537514
6,94,-588.8111235761045
6,95,-589.6762873051322
6,96,-589.6762873051322
6,97,-589.6762873051322
6,98,-589.6762873051322
6,99,-589.6762873051322
7,0,-990
7,1,-990
7,2,-990
7,3,-990
7,4,-990
7,5,-980.2897389977645
7,6,-961.0671471195517
7,7,-940.9258232424934
7,8,-881.33307516375
7,9,-830.6376946325236
7,10,-740.3839869117118
7,11,-500.69452393748895
7,12,-576.0712043353351
7,13,-598.4241844165326
7,14,-92.19632702587069
7,15,-140.10539828448998
7,16,-285.8769808804213
7,17,-625.8210320262731
7,18,-676.8154105143332
7,19,-667.2576599522208
7,20,-671.1340979462336
7,21,-561.4867560773646
7,22,-579.9203226667179
7,23,-455.6000290510815
7,24,-518.0304528053933
7,25,-590.8820882923287
7,26,-550.8484555262771
7,27,-617.3843250014693
7,28,-614.4409004624054
7,29,-636.6652019594125
7,30,-647.5731569158394
7,31,-486.36882542941834
7,32,-474.70540951246414
7,33,-372.22009841990166
7,34,-386.0386616810253
7,35,-315.4334848150961
7,36,-426.30708663607885
7,37,-449.64581364001
7,38,-540.8569948674885
7,39,-553.3182713374058
7,40,-609.0697113980156
7,41,-559.4634806689533
7,42,-522.7835186808218
7,43,-527.1989596281416
7,44,-492.00822888229135
7,45,-495.0806270800803
7,46,-502.11035592782406
7,47,-511.7610113651135
7,48,-455.55936453636855
7,49,-474.83360919140165
7,50,-473.7444667555222
7,51,-474.1753676941634
7,52,-478.7932481625936
7,53,-520.9050183527734
7,54,-629.3098031592477
7,55,-657.9624355811205
7,56,-659.7740912834162
7,57,-659.8212951470879
7,58,-659.028279079614
7,59,-654.7355198588264
7,60,-656.552586548698
7,61,-656.1745654459937
7,62,-656.2981832910037
7,63,-640.2157550847843
7,64,-614.2767960579981
7,65,-614.7626827053995
7,66,-614.3369557422232
7,67,-616.74962352176
7,68,-616.7337579204271
7,69,-616.4662266938693
7,70,-617.0330082239768
7,71,-617.1634368413514
7,72,-617.1905286508115
7,73,-617.1904172496569
7,74,-587.8751234174133
7,75,-586.1614610866245
7,76,-587.2411868972571
7,77,-588.657489167623
7,78,-588.967507842328
7,79,-588.9523832517768
7,80,-589.0148710683607
7,81,-589.1022628518564
7,82,-589.10456204219
7,83,-589.4764428644171
7,84,-589.4784528057346
7,85,-589.4784528057346
7,86,-589.4805634239135
7,87,-589.4805634239135
7,88,-589.48264657122
7,89,-589.4818109879725
7,90,-589.4744360482698
7,91,-589.4789965665668
7,92,-588.8081921798971
7,93,-588.8131911323147
7,94,-588.8111165630785
7,95,-589.6762840518436
7,96,-589.6762840518436
7,97,-589.6762840518436
7,98,-589.6762840518436
7,99,-589.6762840518436
8,0,-990
8,1,-990
8,2,-990
8,3,-990
8,4,-990
8,5,-980.2897389977645
8,6,-961.0671471195517
8,7,-938.9353664589003
8,8,-899.3167146651242
8,9,-848.4504743589289
8,10,-747.2100797486332
8,11,-494.4827722520928
8,12,-572.3254806672937
8,13,-595.3293680011668
8,14,-83.48980563778537
8,15,-132.05449786139832
8,16,-280.62326132534446
8,17,-627.4540734308343
8,18,-675.6346648234779
8,19,-666.0927209471072
8,20,-670.191200381873
8,21,-560.625820694033
8,22,-579.3144204074275
8,23,-454.858091341107
8,24,-517.5701553397136
8,25,-590.5006449359557
8,26,-550.4428131840411
8,27,-617.4486402547234
8,28,-614.2786064826191
8,29,-636.526185905515
8,30,-647.4910909466738
8,31,-486.0965551879704
8,32,-474.76346264547885
8,33,-372.36353699904083
8,34,-386.15737070982357
8,35,-315.58400266212686
8,36,-426.4131732683487
8,37,-449.7171841312425
8,38,-540.8690826634925
8,39,-553.3435876815352
8,40,-609.0799565160398
8,41,-559.4661131792025
8,42,-522.7858779066083
8,43,-527.2009008295379
8,44,-492.01327589044337
8,45,-495.0844650865659
8,46,-502.11163724209746
8,47,-511.76202685644074
8,48,-455.55107194951114
8,49,-474.82814271763937
8,50,-473.7350804596987
8,51,-474.1666974139875
8,52,-478.78569029080745
8,53,-520.9014616014869
8,54,-629.3077308406641
8,55,-657.9627161783897
8,56,-659.7723959255945
8,57,-659.819671956538
8,58,-659.0264789478972
8,59,-654.7348981635159
8,60,-656.5520487790561
8,61,-656.1740870382881
8,62,-656.2977396592255
8,63,-640.2153869892055
8,64,-614.2764417198994
8,65,-614.762449205148
8,66,-614.3366941582493
8,67,-616.7494235797601
8,68,-616.7335608747269
8,69,-616.4660284284912
8,70,-617.0328790051692
8,71,-617.1634519704432
8,72,-617.1905031889976
8,73,-617.1903942383703
8,74,-587.8751353260375
8,75,-586.1614755627917
8,76,-587.2411953289528
8,77,-588.6574953495133
8,78,-588.9675118149744
8,79,-588.9523881862048
8,80,-589.0148791579111
8,81,-589.1022672402676
8,82,-589.10456536849
8,83,-589.4764449147212
8,84,-589.4784394111934
8,85,-589.4784394111934
8,86,-589.4805514263251
8,87,-589.4805514263251
8,88,-589.4826360196398
8,89,-589.4818002185604
8,90,-589.4744214432676
8,91,-589.4789853258371
8,92,-588.80817801721
8,93,-588.8131801509423
8,94,-588.8111049322777
8,95,-589.6762786564052
8,96,-589.6762786564052
8,97,-589.6762786564052
8,98,-589.6762786564052
8,99,-589.6762786564052
9,0,-990
9,1,-990
9,2,-990
9,3,-990
9,4,-990
9,5,-980.2897389977645
9,6,-961.0671471195517
9,7,-938.9353664589003
9,8,-899.3167146651242
9,9,-853.3641815154974
9,10,-741.4814959399561
9,11,-532.466532024876
9,12,-593.1797889557284
9,13,-614.4564435553311
9,14,-324.6434171886914
9,15,-351.68997400578655
9,16,-451.298228908521
9,17,-626.5320479551094
9,18,-686.6839276079307
9,19,-679.5353147009338
9,20,-683.1861164102663
9,21,-568.2517136792646
9,22,-580.9441118770288
9,23,-449.79801708230383
9,24,-476.1259361506254
9,25,-558.5432323776378
9,26,-516.2631184085609
9,27,-598.8194973529289
9,28,-607.0019663336674
9,29,-630.7379322325983
9,30,-643.0684426035158
9,31,-473.3579439883644
9,32,-459.50913765923735
9,33,-408.49603453728275
9,34,-419.42013709402846
9,35,-357.75973295945107
9,36,-456.139091350926
9,37,-471.0406470597925
9,38,-536.9473238462109
9,39,-562.0043730901489
9,40,-613.1736943904727
9,41,-558.325487161596
9,42,-521.68840556519
9,43,-526.2515158999889
9,44,-494.50974379894546
9,45,-497.18086321095876
9,46,-501.33201069389804
9,47,-511.1085769681321
9,48,-454.49233766215815
9,49,-474.3249197125554
9,50,-475.1152379023559
9,51,-475.47871080667375
9,52,-479.9029543765356
9,53,-521.5114324958188
9,54,-629.654098845363
9,55,-658.2571085986076
9,56,-660.0892946486267
9,57,-660.1222415131905
9,58,-659.3608557151786
9,59,-654.6218070625606
9,60,-656.4658360229665
9,61,-656.0909246478167
9,62,-656.2209403298343
9,63,-640.1518093494329
9,64,-614.2136840571817
9,65,-614.7113313054222
9,66,-614.277256956202
9,67,-616.7031007853652
9,68,-616.68601861564
9,69,-616.4155334124035
9,70,-616.9907660647314
9,71,-617.1249711221177
9,72,-617.1591112530543
9,73,-617.1589662113325
9,74,-587.8249401982193
9,75,-586.093772217629
9,76,-587.1909319151692
9,77,-588.6205537143865
9,78,-588.9384976585193
9,79,-588.9197098094289
9,80,-588.9839933109629
9,81,-589.0739664682859
9,82,-589.0789349153042
9,83,-589.4580623405286
9,84,-589.4626087570015
9,85,-589.4626087570015
9,86,-589.4648648212213
9,87,-589.4648648212213
9,88,-589.4670914099434
9,89,-589.4661976891629
9,90,-589.4553767969542
9,91,-589.4600608303118
9,92,-588.7818695229206
9,93,-588.7878536574582
9,94,-588.7821089464862
9,95,-589.6660389760902
9,96,-589.6660389760902
9,97,-589.6660389760902
9,98,-589.6660389760902
9,99,-589.6660389760902
10,0,-990
10,1,-990
10,2,-990
10,3,-990
10,4,-990
10,5,-980.2897389977645
10,6,-961.0671471195517
10,7,-959.4491285693796
10,8,-917.1292926586734
10,9,-886.6949437723922
10,10,-763.7783407690367
10,11,-615.4635191730126
10,12,-611.593694232643
10,13,-627.7104757880845
10,14,-337.0091641502755
10,15,-358.6567927344321
10,16,-454.9881294222213
10,17,-627.824698739988
10,18,-687.8953770470705
10,19,-680.5519166741717
10,20,-683.0361881935096
10,21,-587.6751206354268
10,22,-598.4135163532809
10,23,-465.0873731155607
10,24,-488.48847522981515
10,25,-567.928749970532
10,26,-526.0380310013971
10,27,-592.4159498833661
10,28,-606.5847007218811
10,29,-630.4034195553639
10,30,-642.8186687887162
10,31,-472.3357675157297
10,32,-458.1169380673658
10,33,-406.2786816824961
10,34,-417.3852784678001
10,35,-355.17962138298935
10,36,-454.3206003651118
10,37,-469.7850939973677
10,38,-536.6209173179091
10,39,-561.5416541837554
10,40,-612.9967387018168
10,41,-558.2555905478101
10,42,-521.6249432516985
10,43,-526.1971432098477
10,44,-494.4203973219978
10,45,-497.1057085109624
10,46,-501.29104370415945
10,47,-511.0747099443717
10,48,-454.4452969444093
10,49,-453.78645317702296
10,50,-455.04673250245077
10,51,-455.6738363253692
10,52,-461.71449712058387
10,53,-510.5056416517564
10,54,-622.4190647769358
10,55,-651.8523584746015
10,56,-660.0825668651738
10,57,-660.1158167582395
10,58,-659.3537539090086
10,59,-654.6178900827122
10,60,-656.4625528985508
10,61,-656.0879542282373
10,62,-656.2181962215838
10,63,-640.1495372205487
10,64,-614.2114689726853
10,65,-614.7097949305586
10,66,-614.2753950087248
10,67,-616.7016843482006
10,68,-616.6844513803022
10,69,-616.4138861671554
10,70,-616.9894106933018
10,71,-617.1237286584924
10,72,-617.1585495940607
10,73,-617.1584016824789
10,74,-584.2820475562227
10,75,-582.4389803996249
10,76,-582.5807608351721
10,77,-584.3564049108116
10,78,-582.5029751201034
10,79,-582.4670926423315
10,80,-582.4773094370636
10,81,-582.652813039891
10,82,-582.6631492070092
10,83,-583.4014603119008
10,84,-583.7556797903925
10,85,-583.7556797903925
10,86,-583.7598178197926
10,87,-583.9986244181418
10,88,-584.0023649660845
10,89,-584.0008635057894
10,90,-583.9826846899922
10,91,-583.9905535701181
10,92,-582.8709414666705
10,93,-582.8809945389746
10,94,-582.8713434480513
10,95,-582.9027609558403
10,96,-582.9027609558403
10,97,-582.9027609558403
10,98,-582.9027609558403
10,99,-582.9027609558403
11,0,-990
11,1,-990
11,2,-990
11,3,-990
11,4,-990
11,5,-980.2897389977645
11,6,-961.0671471195517
11,7,-959.4491285693796
11,8,-917.1292926586734
