Buy,Sell,Value
79,71,795.53
79,72,771.76
79,73,869.82
79,74,826.29
79,75,915.47
79,76,904.41
79,77,872.31
79,78,686.18
80,0,2105.07
80,1,2105.07
80,2,2105.07
80,3,2105.07
80,4,2105.07
80,5,1637.77
80,6,939.88
80,7,1101.38
80,8,1819.75
80,9,1765.70
80,10,1114.35
80,11,1402.30
80,12,1402.30
80,13,1402.30
80,14,1402.30
80,15,1515.29
80,16,1680.55
80,17,1680.55
80,18,1669.30
80,19,1669.30
80,20,2387.08
80,21,2693.22
80,22,2693.22
80,23,2693.22
80,24,2693.22
80,25,2693.22
80,26,2926.37
80,27,2878.80
80,28,2878.80
80,29,2878.80
80,30,2878.80
80,31,2955.44
80,32,3203.45
80,33,3582.77
80,34,3630.13
80,35,3630.13
80,36,3630.13
80,37,3730.50
80,38,1692.86
80,39,1692.86
80,40,1218.11
80,41,1218.11
80,42,1218.11
80,43,1218.11
80,44,1218.11
80,45,1218.11
80,46,1218.11
80,47,1218.11
80,48,1218.11
80,49,1218.11
80,50,1218.11
80,51,1218.11
80,52,1338.68
80,53,1338.68
80,54,1362.53
80,55,1465.84
80,56,1465.84
80,57,1465.84
80,58,1465.84
80,59,1465.84
80,60,1514.02
80,61,1514.02
80,62,1406.64
80,63,1406.64
80,64,1406.64
80,65,1493.84
80,66,1148.72
80,67,1148.72
80,68,1160.52
80,69,1160.52
80,70,1160.52
80,71,1280.97
80,72,1227.21
80,73,1243.63
80,74,1094.81
80,75,1392.27
80,76,1328.56
80,77,1310.92
80,78,1095.97
80,79,1273.88
81,0,2054.29
81,1,2054.29
81,2,2054.29
81,3,2054.29
81,4,2054.29
81,5,1568.04
81,6,888.70
81,7,1045.90
81,8,1745.18
81,9,1692.57
81,10,1058.53
81,11,1338.84
81,12,1338.84
81,13,1338.84
81,14,1338.84
81,15,1448.82
81,16,1609.69
81,17,1609.69
81,18,1598.73
81,19,1598.73
81,20,2297.44
81,21,2595.44
81,22,2595.44
81,23,2595.44
81,24,2595.44
81,25,2595.44
81,26,2822.39
81,27,2776.09
81,28,2776.09
81,29,2776.09
81,30,2776.09
81,31,2850.69
81,32,3092.10
81,33,3461.35
81,34,3507.45
81,35,3507.45
81,36,3507.45
81,37,3605.16
81,38,1621.68
81,39,1621.68
81,40,1190.55
81,41,1190.55
81,42,1190.55
81,43,1190.55
81,44,1190.55
81,45,1190.55
81,46,1190.55
81,47,1190.55
81,48,1190.55
81,49,1190.55
81,50,1190.55
81,51,1190.55
81,52,1309.64
81,53,1309.64
81,54,1333.20
81,55,1435.24
81,56,1435.24
81,57,1435.24
81,58,1435.24
81,59,1435.24
81,60,1482.84
81,61,1482.84
81,62,1376.74
81,63,1376.74
81,64,1376.74
81,65,1462.87
81,66,1121.98
81,67,1121.98
81,68,1133.64
81,69,1133.64
81,70,1133.64
81,71,1252.61
81,72,1356.40
81,73,1373.88
81,74,1215.30
81,75,1577.70
81,76,1508.62
81,77,1489.50
81,78,1256.20
81,79,1515.72
81,80,1490.02
82,0,2054.29
82,1,2054.29
82,2,2054.29
82,3,2054.29
82,4,2054.29
82,5,1568.04
82,6,888.70
82,7,1045.90
82,8,1745.18
82,9,1692.57
82,10,1058.53
82,11,1338.84
82,12,1338.84
82,13,1338.84
82,14,1338.84
82,15,1448.82
82,16,1609.69
82,17,1609.69
82,18,1598.73
82,19,1598.73
82,20,2297.44
82,21,2595.44
82,22,2595.44
82,23,2595.44
82,24,2595.44
82,25,2595.44
82,26,2822.39
82,27,2776.09
82,28,2776.09
82,29,2776.09
82,30,2776.09
82,31,2850.69
82,32,3092.10
82,33,3461.35
82,34,3507.45
82,35,3507.45
82,36,3507.45
82,37,3605.16
82,38,1621.68
82,39,1621.68
82,40,1122.91
82,41,1122.91
82,42,1122.91
82,43,1122.91
82,44,1122.91
82,45,1122.91
82,46,1122.91
82,47,1122.91
82,48,1122.91
82,49,1122.91
82,50,1122.91
82,51,1122.91
82,52,1238.24
82,53,1238.24
82,54,1261.05
82,55,1359.86
82,56,1359.86
82,57,1359.86
82,58,1359.86
82,59,1359.86
82,60,1405.95
82,61,1405.95
82,62,1303.53
82,63,1303.53
82,64,1303.53
82,65,1386.94
82,66,1056.83
82,67,1056.83
82,68,1068.12
82,69,1068.12
82,70,1068.12
82,71,1183.33
82,72,1283.84
82,73,1300.76
82,74,1147.48
82,75,1560.08
82,76,1373.66
82,77,1355.54
82,78,1152.84
82,79,1401.33
82,80,1377.31
82,81,1278.93
83,0,2054.29
83,1,2054.29
83,2,2054.29
83,3,2054.29
83,4,2054.29
83,5,1568.04
83,6,888.70
83,7,1045.90
83,8,1745.18
83,9,1692.57
83,10,1006.33
83,11,1279.48
83,12,1279.48
83,13,1279.48
83,14,1279.48
83,15,1386.60
83,16,1543.21
83,17,1543.21
83,18,1532.53
83,19,1532.53
83,20,2213.30
83,21,2503.54
83,22,2503.54
83,23,2503.54
83,24,2503.54
83,25,2503.54
83,26,2724.66
83,27,2679.55
83,28,2679.55
83,29,2679.55
83,30,2679.55
83,31,2752.23
83,32,2987.36
83,33,3347.16
83,34,3392.06
83,35,3392.06
83,36,3392.06
83,37,3487.26
83,38,1555.83
83,39,1555.83
83,40,1070.26
83,41,1070.26
83,42,1070.26
83,43,1070.26
83,44,1070.26
83,45,1070.26
83,46,1070.26
83,47,1070.26
83,48,1070.26
83,49,1070.26
83,50,1070.26
83,51,1070.26
83,52,1182.59
83,53,1182.59
83,54,1204.82
83,55,1301.11
83,56,1301.11
83,57,1301.11
83,58,1301.11
83,59,1301.11
83,60,1346.01
83,61,1346.01
83,62,1246.46
83,63,1246.46
83,64,1246.46
83,65,1327.72
83,66,1006.20
83,67,1006.20
83,68,1017.20
83,69,1017.20
83,70,1017.20
83,71,1129.41
83,72,1227.30
83,73,1243.78
83,74,1094.63
83,75,1491.01
83,76,1309.86
83,77,1292.25
83,78,1095.63
83,79,1337.34
83,80,1314.26
83,81,1218.77
83,82,1097.35
84,0,2054.29
84,1,2054.29
84,2,2054.29
84,3,2054.29
84,4,2054.29
84,5,1568.04
84,6,888.70
84,7,1045.90
84,8,1745.18
84,9,1692.57
84,10,1006.33
84,11,1279.48
84,12,1279.48
84,13,1279.48
84,14,1279.48
84,15,1386.60
84,16,1543.21
84,17,1543.21
84,18,1532.53
84,19,1532.53
84,20,2213.30
84,21,2503.54
84,22,2503.54
84,23,2503.54
84,24,2503.54
84,25,2503.54
84,26,2724.66
84,27,2679.55
84,28,2679.55
84,29,2679.55
84,30,2679.55
84,31,2752.23
84,32,2987.36
84,33,3347.16
84,34,3392.06
84,35,3392.06
84,36,3392.06
84,37,3487.26
84,38,1555.83
84,39,1555.83
84,40,1070.26
84,41,1070.26
84,42,1070.26
84,43,1070.26
84,44,1070.26
84,45,1070.26
84,46,1070.26
84,47,1070.26
84,48,1070.26
84,49,1070.26
84,50,1070.26
84,51,1070.26
84,52,1182.59
84,53,1182.59
84,54,1204.82
84,55,1301.11
84,56,1301.11
84,57,1301.11
84,58,1301.11
84,59,1301.11
84,60,1346.01
84,61,1346.01
84,62,1246.46
84,63,1246.46
84,64,1246.46
84,65,1327.72
84,66,1006.20
84,67,1006.20
84,68,1017.20
84,69,1017.20
84,70,1017.20
84,71,1129.41
84,72,1227.30
84,73,1243.78
84,74,1479.79
84,75,2032.69
84,76,1809.62
84,77,1787.93
84,78,1429.94
84,79,1437.38
84,80,1367.74
84,81,1269.79
84,82,1100.48
84,83,768.44
85,0,1496.09
85,1,1496.09
85,2,1496.09
85,3,1496.09
85,4,1496.09
85,5,605.29
85,6,182.19
85,7,280.10
85,8,715.61
85,9,682.84
85,10,990.47
85,11,1261.57
85,12,1261.57
85,13,1261.57
85,14,1261.57
85,15,1261.57
85,16,1130.97
85,17,1130.97
85,18,1130.97
85,19,1130.97
85,20,1703.44
85,21,1703.44
85,22,1703.44
85,23,1703.44
85,24,1703.44
85,25,1703.44
85,26,1873.88
85,27,1839.11
85,28,1839.11
85,29,1839.11
85,30,1839.11
85,31,1895.13
85,32,1895.13
85,33,2203.52
85,34,2203.52
85,35,2203.52
85,36,2203.52
85,37,2272.87
85,38,1892.30
85,39,1892.30
85,40,1249.96
85,41,1249.96
85,42,1249.96
85,43,1249.96
85,44,1249.96
85,45,1249.96
85,46,1249.96
85,47,1249.96
85,48,1249.96
85,49,1249.96
85,50,1249.96
85,51,1249.96
85,52,1249.96
85,53,1249.96
85,54,1249.96
85,55,1348.87
85,56,1348.87
85,57,1348.87
85,58,1348.87
85,59,1348.87
85,60,1348.87
85,61,1348.87
85,62,1309.29
85,63,1309.29
85,64,1309.29
85,65,1309.29
85,66,1309.29
85,67,1309.29
85,68,1309.29
85,69,1309.29
85,70,1309.29
85,71,1309.29
85,72,1309.29
85,73,1309.29
85,74,1309.29
85,75,1660.80
85,76,1752.64
85,77,1752.64
85,78,1393.61
85,79,1401.02
85,80,1401.02
85,81,1401.02
85,82,1265.55
85,83,898.83
85,84,1022.34
86,0,1496.09
86,1,1496.09
86,2,1496.09
86,3,1496.09
86,4,1496.09
86,5,605.29
86,6,182.19
86,7,280.10
86,8,715.61
86,9,682.84
86,10,990.47
86,11,1261.57
86,12,1261.57
86,13,1261.57
86,14,1261.57
86,15,1261.57
86,16,1130.97
86,17,1130.97
86,18,1130.97
86,19,1130.97
86,20,1703.44
86,21,1703.44
86,22,1703.44
86,23,1703.44
86,24,1703.44
86,25,1703.44
86,26,1873.88
86,27,1839.11
86,28,1839.11
86,29,1839.11
86,30,1839.11
86,31,1895.13
86,32,1895.13
86,33,2203.52
86,34,2203.52
86,35,2203.52
86,36,2203.52
86,37,2272.87
86,38,1892.30
86,39,1892.30
86,40,1249.96
86,41,1249.96
86,42,1249.96
86,43,1249.96
86,44,1249.96
86,45,1249.96
86,46,1249.96
86,47,1249.96
86,48,1249.96
86,49,1249.96
86,50,1249.96
86,51,1249.96
86,52,1249.96
86,53,1249.96
86,54,1249.96
86,55,1348.87
86,56,1348.87
86,57,1348.87
86,58,1348.87
86,59,1348.87
86,60,1348.87
86,61,1348.87
86,62,1309.29
86,63,1309.29
86,64,1309.29
86,65,1309.29
86,66,1309.29
86,67,1309.29
86,68,1309.29
86,69,1309.29
86,70,1309.29
86,71,1309.29
86,72,1309.29
86,73,1309.29
86,74,1309.29
86,75,1660.80
86,76,1752.64
86,77,1752.64
86,78,1393.61
86,79,1401.02
86,80,1401.02
86,81,1401.02
86,82,1265.55
86,83,898.83
86,84,1022.34
86,85,1022.34
87,0,1496.09
87,1,1496.09
87,2,1496.09
87,3,1496.09
87,4,1496.09
87,5,605.29
87,6,182.19
87,7,280.10
87,8,715.61
87,9,682.84
87,10,990.47
87,11,1261.57
87,12,1261.57
87,13,1261.57
87,14,1261.57
87,15,1261.57
87,16,1130.97
87,17,1130.97
87,18,1130.97
87,19,1130.97
87,20,1703.44
87,21,1703.44
87,22,1703.44
87,23,1703.44
87,24,1703.44
87,25,1703.44
87,26,1873.88
87,27,1839.11
87,28,1839.11
87,29,1839.11
87,30,1839.11
87,31,1895.13
87,32,1895.13
87,33,2203.52
87,34,2203.52
87,35,2203.52
87,36,2203.52
87,37,2272.87
87,38,1892.30
87,39,1892.30
87,40,918.08
87,41,918.08
87,42,918.08
87,43,918.08
87,44,918.08
87,45,918.08
87,46,918.08
87,47,918.08
87,48,918.08
87,49,918.08
87,50,918.08
87,51,918.08
87,52,918.08
87,53,918.08
87,54,918.08
87,55,1002.14
87,56,1002.14
87,57,1002.14
87,58,1002.14
87,59,1002.14
87,60,1002.14
87,61,1002.14
87,62,968.43
87,63,968.43
87,64,968.43
87,65,968.43
87,66,968.43
87,67,968.43
87,68,968.43
87,69,968.43
87,70,968.43
87,71,968.43
87,72,968.43
87,73,968.43
87,74,968.43
87,75,1267.61
87,76,1345.66
87,77,1345.66
87,78,1043.26
87,79,1049.56
87,80,1049.56
87,81,1049.56
87,82,935.45
87,83,935.45
87,84,1061.40
87,85,1061.40
87,86,611.51
88,0,1333.28
88,1,1333.28
88,2,1333.28
88,3,1333.28
88,4,1333.28
88,5,500.81
88,6,105.43
88,7,196.92
88,8,603.91
88,9,573.29
88,10,860.77
88,11,1114.12
88,12,1114.12
88,13,1114.12
88,14,1114.12
88,15,1114.12
88,16,992.07
88,17,992.07
88,18,992.07
88,19,992.07
88,20,1527.04
88,21,1527.04
88,22,1527.04
88,23,1527.04
88,24,1527.04
88,25,1527.04
88,26,1686.32
88,27,1653.83
88,28,1653.83
88,29,1653.83
88,30,1653.83
88,31,1706.18
88,32,1706.18
88,33,1994.38
88,34,1994.38
88,35,1994.38
88,36,1994.38
88,37,2059.19
88,38,1703.54
88,39,1703.54
88,40,793.12
88,41,793.12
88,42,793.12
88,43,793.12
88,44,793.12
88,45,793.12
88,46,793.12
88,47,793.12
88,48,793.12
88,49,793.12
88,50,793.12
88,51,793.12
88,52,793.12
88,53,793.12
88,54,793.12
88,55,871.68
88,56,871.68
88,57,871.68
88,58,871.68
88,59,871.68
88,60,871.68
88,61,871.68
88,62,840.18
88,63,840.18
88,64,840.18
88,65,840.18
88,66,840.18
88,67,840.18
88,68,840.18
88,69,840.18
88,70,840.18
88,71,840.18
88,72,840.18
88,73,840.18
88,74,840.18
88,75,1119.76
88,76,1192.69
88,77,1192.69
88,78,910.10
88,79,915.99
88,80,915.99
88,81,915.99
88,82,809.36
88,83,809.36
88,84,927.05
88,85,927.05
88,86,407.21
88,87,407.21
89,0,1333.28
89,1,1333.28
89,2,1333.28
89,3,1333.28
89,4,1333.28
89,5,500.81
89,6,105.43
89,7,196.92
89,8,603.91
89,9,573.29
89,10,860.77
89,11,1114.12
89,12,1114.12
89,13,1114.12
89,14,1114.12
89,15,1114.12
89,16,992.07
89,17,992.07
89,18,992.07
89,19,992.07
89,20,1527.04
89,21,1527.04
89,22,1527.04
89,23,1527.04
89,24,1527.04
89,25,1527.04
89,26,1686.32
89,27,1653.83
89,28,1653.83
89,29,1653.83
89,30,1653.83
89,31,1706.18
89,32,1706.18
89,33,1994.38
89,34,1994.38
89,35,1994.38
89,36,1994.38
89,37,2059.19
89,38,1703.54
89,39,1703.54
89,40,793.12
89,41,793.12
89,42,793.12
89,43,793.12
89,44,793.12
89,45,793.12
89,46,793.12
89,47,793.12
89,48,793.12
89,49,793.12
89,50,793.12
89,51,793.12
89,52,793.12
89,53,793.12
89,54,793.12
89,55,871.68
89,56,871.68
89,57,871.68
89,58,871.68
89,59,871.68
89,60,871.68
89,61,871.68
89,62,840.18
89,63,840.18
89,64,840.18
89,65,840.18
89,66,840.18
89,67,840.18
89,68,840.18
89,69,840.18
89,70,840.18
89,71,840.18
89,72,840.18
89,73,840.18
89,74,840.18
89,75,1119.76
89,76,1192.69
89,77,1192.69
89,78,1092.78
89,79,1092.78
89,80,1092.78
89,81,1092.78
89,82,975.39
89,83,975.39
89,84,1067.34
89,85,1067.34
89,86,504.87
89,87,504.87
89,88,305.31
90,0,1333.28
90,1,1333.28
90,2,1333.28
90,3,1333.28
90,4,1333.28
90,5,500.81
90,6,105.43
90,7,196.92
90,8,603.91
90,9,573.29
90,10,860.77
90,11,1114.12
90,12,1114.12
90,13,1114.12
90,14,1114.12
90,15,1114.12
90,16,992.07
90,17,992.07
90,18,992.07
90,19,992.07
90,20,1527.04
90,21,1527.04
90,22,1527.04
90,23,1527.04
90,24,1527.04
90,25,1527.04
90,26,1686.32
90,27,1653.83
90,28,1653.83
90,29,1653.83
90,30,1653.83
90,31,1706.18
90,32,1706.18
90,33,1994.38
90,34,1994.38
90,35,1994.38
90,36,1994.38
90,37,2059.19
90,38,1703.54
90,39,1703.54
90,40,793.12
90,41,793.12
90,42,793.12
90,43,793.12
90,44,793.12
90,45,793.12
90,46,793.12
90,47,793.12
90,48,793.12
90,49,793.12
90,50,793.12
90,51,793.12
90,52,793.12
90,53,793.12
90,54,793.12
90,55,871.68
90,56,871.68
90,57,871.68
90,58,871.68
90,59,871.68
90,60,871.68
90,61,871.68
90,62,840.18
90,63,840.18
90,64,840.18
90,65,840.18
90,66,840.18
90,67,840.18
90,68,840.18
90,69,840.18
90,70,840.18
90,71,840.18
90,72,840.18
90,73,840.18
90,74,840.18
90,75,1119.76
90,76,1192.69
90,77,1192.69
90,78,1092.78
90,79,1092.78
90,80,1092.78
90,81,1092.78
90,82,975.39
90,83,975.39
90,84,1067.34
90,85,1067.34
90,86,361.46
90,87,361.46
90,88,288.10
90,89,284.52
91,0,1333.28
91,1,1333.28
91,2,1333.28
91,3,1333.28
91,4,1333.28
91,5,327.29
91,6,-21.81
91,7,58.97
91,8,418.32
91,9,391.29
91,10,645.12
91,11,868.88
91,12,868.88
91,13,868.88
91,14,868.88
91,15,868.88
91,16,761.06
91,17,761.06
91,18,761.06
91,19,761.06
91,20,1233.41
91,21,1233.41
91,22,1233.41
91,23,1233.41
91,24,1233.41
91,25,1233.41
91,26,1374.05
91,27,1345.35
91,28,1345.35
91,29,1345.35
91,30,1345.35
91,31,1391.58
91,32,1391.58
91,33,1646.15
91,34,1646.15
91,35,1646.15
91,36,1646.15
91,37,1703.37
91,38,1389.35
91,39,1389.35
91,40,585.51
91,41,585.51
91,42,585.51
91,43,585.51
91,44,585.51
91,45,585.51
91,46,585.51
91,47,585.51
91,48,585.51
91,49,585.51
91,50,585.51
91,51,585.51
91,52,585.51
91,53,585.51
91,54,585.51
91,55,654.87
91,56,654.87
91,57,654.87
91,58,654.87
91,59,654.87
91,60,654.87
91,61,654.87
91,62,627.03
91,63,627.03
91,64,627.03
91,65,627.03
91,66,627.03
91,67,627.03
91,68,627.03
91,69,627.03
91,70,627.03
91,71,627.03
91,72,627.03
91,73,627.03
91,74,627.03
91,75,873.89
91,76,938.29
91,77,938.29
91,78,850.06
91,79,850.06
91,80,850.06
91,81,850.06
91,82,850.06
91,83,850.06
91,84,936.50
91,85,936.50
91,86,483.70
91,87,483.70
91,88,334.84
91,89,279.93
91,90,376.30
92,0,1333.28
92,1,1333.28
92,2,1333.28
92,3,1333.28
92,4,1333.28
92,5,315.63
92,6,-30.36
92,7,49.70
92,8,405.85
92,9,379.05
92,10,630.62
92,11,852.40
92,12,852.40
92,13,852.40
92,14,852.40
92,15,852.40
92,16,745.53
92,17,745.53
92,18,745.53
92,19,745.53
92,20,1213.67
92,21,1213.67
92,22,1213.67
92,23,1213.67
92,24,1213.67
92,25,1213.67
92,26,1353.05
92,27,1324.62
92,28,1324.62
92,29,1324.62
92,30,1324.62
92,31,1370.43
92,32,1370.43
92,33,1622.74
92,34,1622.74
92,35,1622.74
92,36,1622.74
92,37,1679.45
92,38,1368.23
92,39,1368.23
92,40,571.55
92,41,571.55
92,42,571.55
92,43,571.55
92,44,571.55
92,45,571.55
92,46,571.55
92,47,571.55
92,48,571.55
92,49,571.55
92,50,571.55
92,51,571.55
92,52,571.55
92,53,571.55
92,54,571.55
92,55,640.29
92,56,640.29
92,57,640.29
92,58,640.29
92,59,640.29
92,60,640.29
92,61,640.29
92,62,612.70
92,63,612.70
92,64,612.70
92,65,612.70
92,66,612.70
92,67,612.70
92,68,612.70
92,69,612.70
92,70,612.70
92,71,612.70
92,72,612.70
92,73,612.70
92,74,612.70
92,75,857.36
92,76,921.18
92,77,921.18
92,78,833.75
92,79,833.75
92,80,833.75
92,81,833.75
92,82,833.75
92,83,833.75
92,84,919.42
92,85,919.42
92,86,469.03
92,87,469.03
92,88,321.66
92,89,245.99
92,90,339.70
92,91,92.71
93,0,1333.28
93,1,1333.28
93,2,1333.28
93,3,1333.28
93,4,1333.28
93,5,315.63
93,6,-30.36
93,7,49.70
93,8,405.85
93,9,379.05
93,10,630.62
93,11,852.40
93,12,852.40
93,13,852.40
93,14,852.40
93,15,852.40
93,16,745.53
93,17,745.53
93,18,745.53
93,19,745.53
93,20,1213.67
93,21,1213.67
93,22,1213.67
93,23,1213.67
93,24,1213.67
93,25,1213.67
93,26,1353.05
93,27,1324.62
93,28,1324.62
93,29,1324.62
93,30,1324.62
93,31,1370.43
93,32,1370.43
93,33,1622.74
93,34,1622.74
93,35,1622.74
93,36,1622.74
93,37,1679.45
93,38,1368.23
93,39,1368.23
93,40,571.55
93,41,571.55
93,42,571.55
93,43,571.55
93,44,571.55
93,45,571.55
93,46,571.55
93,47,571.55
93,48,571.55
93,49,571.55
93,50,571.55
93,51,571.55
93,52,571.55
93,53,571.55
93,54,571.55
93,55,640.29
93,56,640.29
93,57,640.29
93,58,640.29
93,59,640.29
93,60,640.29
93,61,640.29
93,62,612.70
93,63,612.70
93,64,612.70
93,65,612.70
93,66,612.70
93,67,612.70
93,68,612.70
93,69,612.70
93,70,612.70
93,71,612.70
93,72,612.70
93,73,612.70
93,74,612.70
93,75,857.36
93,76,921.18
93,77,921.18
93,78,833.75
93,79,833.75
93,80,833.75
93,81,833.75
93,82,833.75
93,83,833.75
93,84,919.42
93,85,919.42
93,86,469.03
93,87,469.03
93,88,321.66
93,89,245.99
93,90,339.70
93,91,-75.21
93,92,146.87
94,0,1333.28
94,1,1333.28
94,2,1333.28
94,3,1333.28
94,4,1333.28
94,5,315.63
94,6,-30.36
94,7,49.70
94,8,405.85
94,9,379.05
94,10,630.62
94,11,852.40
94,12,852.40
94,13,852.40
94,14,852.40
94,15,852.40
94,16,745.53
94,17,745.53
94,18,745.53
94,19,745.53
94,20,1213.67
94,21,1213.67
94,22,1213.67
94,23,1213.67
94,24,1213.67
94,25,1213.67
94,26,1353.05
94,27,1324.62
94,28,1324.62
94,29,1324.62
94,30,1324.62
94,31,1370.43
94,32,1370.43
94,33,1622.74
94,34,1622.74
94,35,1622.74
94,36,1622.74
94,37,1679.45
94,38,1368.23
94,39,1368.23
94,40,571.55
94,41,571.55
94,42,571.55
94,43,571.55
94,44,571.55
94,45,571.55
94,46,571.55
94,47,571.55
94,48,571.55
94,49,571.55
94,50,571.55
94,51,571.55
94,52,571.55
94,53,571.55
94,54,571.55
94,55,640.29
94,56,640.29
94,57,640.29
94,58,640.29
94,59,640.29
94,60,640.29
94,61,640.29
94,62,612.70
94,63,612.70
94,64,612.70
94,65,612.70
94,66,612.70
94,67,612.70
94,68,612.70
94,69,612.70
94,70,612.70
94,71,612.70
94,72,612.70
94,73,612.70
94,74,612.70
94,75,857.36
94,76,921.18
94,77,921.18
94,78,833.75
94,79,833.75
94,80,833.75
94,81,833.75
94,82,833.75
94,83,833.75
94,84,919.42
94,85,919.42
94,86,469.03
94,87,469.03
94,88,368.74
94,89,290.01
94,90,387.85
94,91,-119.33
94,92,18.78
94,93,-70.44
95,0,1333.28
95,1,1333.28
95,2,1333.28
95,3,1333.28
95,4,1333.28
95,5,194.73
95,6,-119.02
95,7,-46.42
95,8,276.54
95,9,252.24
95,10,480.36
95,11,681.53
95,12,681.53
95,13,681.53
95,14,681.53
95,15,681.53
95,16,584.57
95,17,584.57
95,18,584.57
95,19,584.57
95,20,1009.08
95,21,1009.08
95,22,1009.08
95,23,1009.08
95,24,1009.08
95,25,1009.08
95,26,1135.47
95,27,1109.68
95,28,1109.68
95,29,1109.68
95,30,1109.68
95,31,1151.23
95,32,1151.23
95,33,1380.11
95,34,1380.11
95,35,1380.11
95,36,1380.11
95,37,1431.53
95,38,1149.32
95,39,1149.32
95,40,426.89
95,41,426.89
95,42,426.89
95,43,426.89
95,44,426.89
95,45,426.89
95,46,426.89
95,47,426.89
95,48,426.89
95,49,426.89
95,50,426.89
95,51,426.89
95,52,426.89
95,53,426.89
95,54,426.89
95,55,489.23
95,56,489.23
95,57,489.23
95,58,489.23
95,59,489.23
95,60,489.23
95,61,489.23
95,62,464.19
95,63,464.19
95,64,464.19
95,65,464.19
95,66,464.19
95,67,464.19
95,68,464.19
95,69,464.19
95,70,464.19
95,71,464.19
95,72,464.19
95,73,464.19
95,74,464.19
95,75,686.05
95,76,743.92
95,77,743.92
95,78,664.64
95,79,664.64
95,80,664.64
95,81,664.64
95,82,664.64
95,83,664.64
95,84,742.32
95,85,742.32
95,86,314.20
95,87,314.20
95,88,289.51
95,89,289.51
95,90,389.26
95,91,190.15
95,92,372.75
95,93,253.65
95,94,133.71
96,0,0.00
96,1,0.00
96,2,0.00
96,3,0.00
96,4,0.00
96,5,0.00
96,6,0.00
96,7,0.00
96,8,0.00
96,9,0.00
96,10,0.00
96,11,0.00
96,12,0.00
96,13,0.00
96,14,0.00
96,15,0.00
96,16,0.00
96,17,0.00
96,18,0.00
96,19,0.00
96,20,0.00
96,21,0.00
96,22,0.00
96,23,0.00
96,24,0.00
96,25,0.00
96,26,0.00
96,27,0.00
96,28,0.00
96,29,0.00
96,30,0.00
96,31,0.00
96,32,0.00
96,33,0.00
96,34,0.00
96,35,0.00
96,36,0.00
96,37,0.00
96,38,0.00
96,39,0.00
96,40,0.00
96,41,0.00
96,42,0.00
96,43,0.00
96,44,0.00
96,45,0.00
96,46,0.00
96,47,0.00
96,48,0.00
96,49,0.00
96,50,0.00
96,51,0.00
96,52,0.00
96,53,0.00
96,54,0.00
96,55,0.00
96,56,0.00
96,57,0.00
96,58,0.00
96,59,0.00
96,60,0.00
96,61,0.00
96,62,0.00
96,63,0.00
96,64,0.00
96,65,0.00
96,66,0.00
96,67,0.00
96,68,0.00
96,69,0.00
96,70,0.00
96,71,0.00
96,72,0.00
96,73,0.00
96,74,0.00
96,75,0.00
96,76,0.00
96,77,0.00
96,78,0.00
96,79,0.00
96,80,0.00
96,81,0.00
96,82,0.00
96,83,0.00
96,84,0.00
96,85,0.00
96,86,0.00
96,87,0.00
96,88,0.00
96,89,0.00
96,90,0.00
96,91,0.00
96,92,0.00
96,93,0.00
96,94,0.00
96,95,0.00
97,0,0.00
97,1,0.00
97,2,0.00
97,3,0.00
97,4,0.00
97,5,0.00
97,6,0.00
97,7,0.00
97,8,0.00
97,9,0.00
97,10,0.00
97,11,0.00
97,12,0.00
97,13,0.00
97,14,0.00
97,15,0.00
97,16,0.00
97,17,0.00
97,18,0.00
97,19,0.00
97,20,0.00
97,21,0.00
97,22,0.00
97,23,0.00
97,24,0.00
97,25,0.00
97,26,0.00
97,27,0.00
97,28,0.00
97,29,0.00
97,30,0.00
97,31,0.00
97,32,0.00
97,33,0.00
97,34,0.00
97,35,0.00
97,36,0.00
97,37,0.00
97,38,0.00
97,39,0.00
97,40,0.00
97,41,0.00
97,42,0.00
97,43,0.00
97,44,0.00
97,45,0.00
97,46,0.00
97,47,0.00
97,48,0.00
97,49,0.00
97,50,0.00
97,51,0.00
97,52,0.00
97,53,0.00
97,54,0.00
97,55,0.00
97,56,0.00
97,57,0.00
97,58,0.00
97,59,0.00
97,60,0.00
97,61,0.00
97,62,0.00
97,63,0.00
97,64,0.00
97,65,0.00
97,66,0.00
97,67,0.00
97,68,0.00
97,69,0.00
97,70,0.00
97,71,0.00
97,72,0.00
97,73,0.00
97,74,0.00
97,75,0.00
97,76,0.00
97,77,0.00
97,78,0.00
97,79,0.00
97,80,0.00
97,81,0.00
97,82,0.00
97,83,0.00
97,84,0.00
97,85,0.00
97,86,0.00
97,87,0.00
97,88,0.00
97,89,0.00
97,90,0.00
97,91,0.00
97,92,0.00
97,93,0.00
97,94,0.00
97,95,0.00
97,96,0.00
98,0,0.00
98,1,0.00
98,2,0.00
98,3,0.00
98,4,0.00
98,5,0.00
98,6,0.00
98,7,0.00
98,8,0.00
98,9,0.00
98,10,0.00
98,11,0.00
98,12,0.00
98,13,0.00
98,14,0.00
98,15,0.00
98,16,0.00
98,17,0.00
98,18,0.00
98,19,0.00
98,20,0.00
98,21,0.00
98,22,0.00
98,23,0.00
98,24,0.00
98,25,0.00
98,26,0.00
98,27,0.00
98,28,0.00
98,29,0.00
98,30,0.00
98,31,0.00
98,32,0.00
98,33,0.00
98,34,0.00
98,35,0.00
98,36,0.00
98,37,0.00
98,38,0.00
98,39,0.00
