Buy,Sell,Value
56,47,3746.86
56,48,4002.57
56,49,4683.45
56,50,4096.68
56,51,3553.28
56,52,3410.12
56,53,3082.46
56,54,2647.38
56,55,2318.85
57,0,1894.06
57,1,1894.06
57,2,1894.06
57,3,1894.06
57,4,1894.06
57,5,2084.29
57,6,1628.83
57,7,1848.38
57,8,1124.57
57,9,1162.74
57,10,460.19
57,11,293.22
57,12,519.79
57,13,1161.54
57,14,2676.45
57,15,2874.26
57,16,3602.35
57,17,3710.89
57,18,4431.52
57,19,4608.14
57,20,5626.18
57,21,6068.78
57,22,6068.78
57,23,6187.91
57,24,6386.66
57,25,6490.81
57,26,7426.85
57,27,6411.73
57,28,6895.77
57,29,6132.37
57,30,7313.90
57,31,6796.92
57,32,7376.21
57,33,5357.99
57,34,5606.80
57,35,5024.35
57,36,5160.18
57,37,7192.85
57,38,5057.28
57,39,4971.92
57,40,4284.34
57,41,4866.16
57,42,4444.25
57,43,4375.02
57,44,5165.88
57,45,5183.04
57,46,4845.21
57,47,4598.38
57,48,4129.52
57,49,4287.13
57,50,4212.82
57,51,3444.34
57,52,3309.00
57,53,3048.17
57,54,2944.09
57,55,2782.61
57,56,2664.87
58,0,1894.06
58,1,1894.06
58,2,1894.06
58,3,1894.06
58,4,1894.06
58,5,2088.48
58,6,1632.40
58,7,1852.25
58,8,1127.45
58,9,1165.66
58,10,462.15
58,11,294.95
58,12,521.83
58,13,1164.45
58,14,2681.43
58,15,2879.51
58,16,3465.93
58,17,3571.22
58,18,4270.41
58,19,4441.78
58,20,5429.40
58,21,5858.77
58,22,5858.77
58,23,5974.36
58,24,6167.19
58,25,6268.23
58,26,7176.35
58,27,6191.95
58,28,6661.62
58,29,5920.89
58,30,7067.16
58,31,6565.84
58,32,7127.83
58,33,5170.44
58,34,5411.81
58,35,4846.84
58,36,4978.64
58,37,6951.15
58,38,4879.39
58,39,4796.49
58,40,4129.70
58,41,4694.26
58,42,4285.33
58,43,4201.68
58,44,4966.75
58,45,4983.32
58,46,4657.03
58,47,4418.33
58,48,3964.95
58,49,4117.36
58,50,4045.68
58,51,3302.78
58,52,3171.89
58,53,2919.83
58,54,2819.51
58,55,2659.25
58,56,2751.44
58,57,2455.94
59,0,1894.06
59,1,1894.06
59,2,1894.06
59,3,1894.06
59,4,1894.06
59,5,2088.48
59,6,1632.40
59,7,1852.25
59,8,915.37
59,9,950.18
59,10,317.63
59,11,167.47
59,12,371.75
59,13,950.26
59,14,2314.76
59,15,2492.86
59,16,3021.62
59,17,3116.31
59,18,3745.55
59,19,3899.79
59,20,4787.71
59,21,5173.73
59,22,5173.73
59,23,5277.74
59,24,5451.29
59,25,5542.21
59,26,6358.99
59,27,5475.07
59,28,5897.86
59,29,5231.06
59,30,6261.95
59,31,5811.66
59,32,6316.99
59,33,4558.91
59,34,4775.92
59,35,4221.55
59,36,4339.17
59,37,6099.71
59,38,4253.58
59,39,4179.31
59,40,3585.72
59,41,4089.50
59,42,3726.54
59,43,3652.32
59,44,4335.43
59,45,4352.23
59,46,4062.45
59,47,3849.16
59,48,3445.16
59,49,3581.03
59,50,3517.45
59,51,2856.05
59,52,2740.35
59,53,2517.24
59,54,2638.54
59,55,2417.79
59,56,2539.43
59,57,2258.89
59,58,2393.28
60,0,1894.06
60,1,1894.06
60,2,1894.06
60,3,1894.06
60,4,1894.06
60,5,2001.35
60,6,1558.22
60,7,1771.83
60,8,861.55
60,9,895.50
60,10,280.92
60,11,135.11
60,12,333.65
60,13,895.88
60,14,2221.68
60,15,2394.73
60,16,2908.90
60,17,3000.90
60,18,3612.40
60,19,3762.30
60,20,4380.92
60,21,4739.09
60,22,4739.09
60,23,4835.76
60,24,4997.06
60,25,5081.57
60,26,5840.43
60,27,4750.72
60,28,5126.14
60,29,4534.05
60,30,5447.27
60,31,7509.26
60,32,8174.38
60,33,5975.82
60,34,6247.60
60,35,5551.69
60,36,5699.58
60,37,5842.46
60,38,4071.20
60,39,3999.50
60,40,3431.26
60,41,3918.32
60,42,3573.84
60,43,3502.50
60,44,4161.78
60,45,4180.03
60,46,3901.33
60,47,3693.62
60,48,3307.24
60,49,3438.59
60,50,3376.60
60,51,3023.63
60,52,2822.73
60,53,2814.13
60,54,2947.83
60,55,2707.80
60,56,2797.90
60,57,2492.78
60,58,2637.05
60,59,2644.97
61,0,1894.06
61,1,1894.06
61,2,1894.06
61,3,1894.06
61,4,1894.06
61,5,2001.35
61,6,1558.22
61,7,1771.83
61,8,861.55
61,9,895.50
61,10,939.20
61,11,533.10
61,12,802.20
61,13,1564.57
61,14,3366.39
61,15,3602.47
61,16,4298.67
61,17,4423.84
61,18,5008.14
61,19,5203.57
61,20,5305.19
61,21,5727.41
61,22,5727.41
61,23,5840.77
61,24,6029.91
61,25,6129.01
61,26,7019.64
61,27,5727.10
61,28,6166.37
61,29,5473.58
61,30,6078.51
61,31,8342.85
61,32,9075.47
61,33,6622.84
61,34,6762.94
61,35,6016.69
61,36,6175.13
61,37,6328.37
61,38,4423.01
61,39,4346.47
61,40,3734.30
61,41,4255.25
61,42,4469.06
61,43,4382.55
61,44,5184.90
61,45,5204.62
61,46,4866.39
61,47,4624.13
61,48,3683.68
61,49,3827.05
61,50,3792.83
61,51,3946.84
61,52,3570.60
61,53,3565.10
61,54,3551.03
61,55,3237.36
61,56,3337.19
61,57,3007.84
61,58,3220.66
61,59,3193.08
61,60,2494.54
62,0,1894.06
62,1,1894.06
62,2,1894.06
62,3,1894.06
62,4,1894.06
62,5,1797.47
62,6,1333.28
62,7,1527.95
62,8,698.48
62,9,729.82
62,10,769.98
62,11,400.04
62,12,645.55
62,13,1341.01
62,14,2983.67
62,15,3198.85
62,16,3648.68
62,17,3758.35
62,18,4270.86
62,19,4442.24
62,20,4532.60
62,21,4902.45
62,22,4902.45
62,23,5001.87
62,24,5167.78
62,25,5254.70
62,26,6035.49
62,27,4905.44
62,28,5290.98
62,29,4682.94
62,30,5213.38
62,31,7200.41
62,32,7842.41
62,33,5697.41
62,34,5820.14
62,35,5165.98
62,36,5305.13
62,37,5439.48
62,38,3449.96
62,39,3386.83
62,40,2889.18
62,41,3315.66
62,42,3492.94
62,43,3423.00
62,44,4079.90
62,45,4445.64
62,46,4064.06
62,47,3679.93
62,48,3325.00
62,49,3457.73
62,50,3418.16
62,51,3378.14
62,52,3607.05
62,53,3604.40
62,54,3584.89
62,55,3264.47
62,56,3351.99
62,57,3117.09
62,58,3336.92
62,59,3009.44
62,60,2460.13
62,61,2066.84
63,0,1894.06
63,1,1894.06
63,2,1894.06
63,3,1894.06
63,4,1894.06
63,5,1797.47
63,6,1070.96
63,7,1243.56
63,8,508.80
63,9,537.10
63,10,574.45
63,11,246.27
63,12,464.52
63,13,1082.66
63,14,2541.42
63,15,2732.23
63,16,3080.59
63,17,3176.71
63,18,3626.48
63,19,3776.84
63,20,3862.84
63,21,4186.46
63,22,4186.46
63,23,4273.79
63,24,4419.53
63,25,4495.88
63,26,5181.24
63,27,4128.50
63,28,4463.23
63,29,3935.32
63,30,4394.85
63,31,6119.50
63,32,6674.52
63,33,6845.26
63,34,6923.98
63,35,5000.10
63,36,5135.49
63,37,5266.52
63,38,3315.51
63,39,3254.48
63,40,2764.14
63,41,3177.56
63,42,3214.55
63,43,3367.60
63,44,3657.36
63,45,3994.15
63,46,3994.15
63,47,3498.55
63,48,3150.42
63,49,3278.69
63,50,3278.69
63,51,3278.69
63,52,3500.65
63,53,3372.87
63,54,3350.78
63,55,3043.57
63,56,3227.06
63,57,2993.83
63,58,3186.68
63,59,2869.18
63,60,2941.10
63,61,2659.46
63,62,2366.30
64,0,1894.06
64,1,1894.06
64,2,1894.06
64,3,1894.06
64,4,1894.06
64,5,1797.47
64,6,1070.96
64,7,1243.56
64,8,508.80
64,9,443.53
64,10,478.59
64,11,170.93
64,12,375.83
64,13,956.08
64,14,2325.25
64,15,2504.35
64,16,2831.31
64,17,2921.53
64,18,3343.76
64,19,3484.90
64,20,3565.61
64,21,3869.35
64,22,3869.35
64,23,3951.32
64,24,4088.14
64,25,4159.80
64,26,4803.08
64,27,3765.48
64,28,4076.47
64,29,3586.00
64,30,4012.86
64,31,5615.15
64,32,6130.68
64,33,6289.27
64,34,6362.39
64,35,4575.47
64,36,4701.22
64,37,4822.93
64,38,3010.75
64,39,2954.01
64,40,2340.91
64,41,2707.48
64,42,2740.76
64,43,2876.42
64,44,3133.54
64,45,3432.07
64,46,3432.07
64,47,2935.19
64,48,2631.15
64,49,2743.18
64,50,2743.18
64,51,2743.18
64,52,2937.02
64,53,3010.71
64,54,2990.15
64,55,2708.15
64,56,2876.30
64,57,2661.56
64,58,2838.58
64,59,2424.58
64,60,2488.24
64,61,2201.04
64,62,2001.05
64,63,1716.72
65,0,1894.06
65,1,1894.06
65,2,1894.06
65,3,1894.06
65,4,1894.06
65,5,1797.47
65,6,1028.00
65,7,1196.98
65,8,477.72
65,9,413.91
65,10,448.53
65,11,130.73
65,12,328.50
65,13,888.53
65,14,2209.78
65,15,2382.56
65,16,2434.45
65,17,2515.23
65,18,2893.62
65,19,3020.06
65,20,3093.42
65,21,3365.31
65,22,3365.31
65,23,3438.76
65,24,3561.39
65,25,3625.60
65,26,4201.87
65,27,3274.57
65,28,3553.46
65,29,3113.62
65,30,3496.09
65,31,4932.76
65,32,5394.41
65,33,5538.53
65,34,5603.99
65,35,4002.62
65,36,4115.38
65,37,4224.40
65,38,2602.09
65,39,2551.02
65,40,2002.50
65,41,2331.37
65,42,2271.22
65,43,2389.46
65,44,2614.26
65,45,2874.42
65,46,2874.42
65,47,2884.57
65,48,2585.26
65,49,2695.91
65,50,2695.91
65,51,2695.91
65,52,2887.10
65,53,2960.03
65,54,2940.65
65,55,2662.69
65,56,2829.25
65,57,2720.42
65,58,2900.69
65,59,2495.59
65,60,2560.67
65,61,2384.38
65,62,2173.69
65,63,2150.95
65,64,2041.08
66,0,1894.06
66,1,1894.06
66,2,1894.06
66,3,1894.06
66,4,1894.06
66,5,1622.67
66,6,901.63
66,7,1059.98
66,8,1764.32
66,9,1492.54
66,10,1835.38
66,11,1205.60
66,12,1593.92
66,13,2694.49
66,14,3008.68
66,15,3225.58
66,16,3283.73
66,17,3283.73
66,18,3744.97
66,19,3899.20
66,20,3989.09
66,21,4322.27
66,22,4322.27
66,23,4411.89
66,24,4561.46
66,25,4639.81
66,26,5344.56
66,27,4206.54
66,28,4546.37
66,29,4010.42
66,30,4477.84
66,31,6229.62
66,32,6794.75
66,33,7498.13
66,34,7583.95
66,35,5497.26
66,36,5643.93
66,37,5786.85
66,38,3785.47
66,39,3637.51
66,40,2913.03
66,41,3110.70
66,42,3033.80
66,43,3033.80
66,44,3326.69
66,45,3641.35
66,46,3641.35
66,47,3654.60
66,48,3297.79
66,49,3297.79
66,50,3297.79
66,51,3297.79
66,52,3522.85
66,53,3607.78
66,54,3516.74
66,55,3194.76
66,56,3385.66
66,57,3257.78
66,58,3464.53
66,59,3266.76
66,60,3347.61
66,61,2729.65
66,62,2736.36
66,63,2593.29
66,64,2546.56
66,65,2770.05
67,0,1894.06
67,1,1894.06
67,2,1894.06
67,3,1894.06
67,4,1894.06
67,5,1622.67
67,6,919.95
67,7,1079.84
67,8,1791.04
67,9,1516.58
67,10,1862.47
67,11,1226.60
67,12,1618.64
67,13,2729.76
67,14,3046.97
67,15,3265.98
67,16,3769.52
67,17,3769.52
67,18,4283.12
67,19,4454.90
67,20,4554.66
67,21,4926.99
67,22,4926.99
67,23,5026.84
67,24,5193.43
67,25,5280.72
67,26,6067.03
67,27,4795.05
67,28,5173.38
67,29,4576.72
67,30,5098.07
67,31,7049.04
67,32,7680.12
67,33,8463.46
67,34,8559.37
67,35,6233.83
67,36,6397.20
67,37,6556.87
67,38,4320.33
67,39,4155.81
67,40,3301.58
67,41,3518.96
67,42,3433.53
67,43,3433.53
67,44,3755.53
67,45,3845.97
67,46,3845.97
67,47,3860.26
67,48,3485.59
67,49,3485.59
67,50,3485.59
67,51,3485.59
67,52,3721.71
67,53,3810.38
67,54,3712.99
67,55,3375.10
67,56,3574.24
67,57,3439.79
67,58,3655.48
67,59,3448.74
67,60,3533.52
67,61,3198.33
67,62,3204.99
67,63,3038.86
67,64,2984.20
67,65,3234.81
67,66,3136.75
68,0,1894.06
68,1,1894.06
68,2,1894.06
68,3,1894.06
68,4,1894.06
68,5,1622.67
68,6,919.95
68,7,1079.84
68,8,1791.04
68,9,1516.58
68,10,1862.47
68,11,4729.26
68,12,5002.14
68,13,5002.14
68,14,5002.14
68,15,5286.79
68,16,5705.59
68,17,5705.59
68,18,6428.07
68,19,6428.07
68,20,6564.18
68,21,7072.21
68,22,7072.21
68,23,7072.21
68,24,7295.44
68,25,7295.44
68,26,7819.70
68,27,5849.94
68,28,6297.24
68,29,5591.79
68,30,5881.76
68,31,8138.01
68,32,8699.88
68,33,9576.29
68,34,9683.59
68,35,7082.01
68,36,7264.82
68,37,7443.46
68,38,4941.21
68,39,4757.48
68,40,3866.73
68,41,3810.35
68,42,3719.56
68,43,3719.56
68,44,4062.37
68,45,4158.84
68,46,4158.84
68,47,4174.05
68,48,3657.95
68,49,3657.95
68,50,3657.95
68,51,3657.95
68,52,3903.29
68,53,3903.29
68,54,3804.98
68,55,3460.86
68,56,3460.86
68,57,3372.37
68,58,3585.26
68,59,3381.73
68,60,3465.48
68,61,3135.82
68,62,3142.41
68,63,2739.46
68,64,2689.51
68,65,2962.44
68,66,2870.61
68,67,2271.86
69,0,1894.06
69,1,1894.06
69,2,1894.06
69,3,1894.06
69,4,1894.06
69,5,1622.67
69,6,928.60
69,7,1089.21
69,8,1803.65
69,9,1527.93
69,10,1875.26
69,11,4754.90
69,12,5029.01
69,13,5029.01
69,14,5029.01
69,15,5314.96
69,16,5735.68
69,17,5735.68
69,18,6461.40
69,19,6461.40
69,20,6082.78
69,21,6557.50
69,22,6557.50
69,23,6557.50
69,24,6766.48
69,25,6766.48
69,26,7257.14
69,27,5294.94
69,28,5705.95
69,29,5057.74
69,30,5323.59
69,31,7396.50
69,32,7911.27
69,33,8716.47
69,34,8814.77
69,35,6425.95
69,36,6593.87
69,37,6757.90
69,38,4466.67
69,39,4297.64
69,40,3482.38
69,41,3430.48
69,42,3585.03
69,43,3585.03
69,44,3918.06
69,45,4011.56
69,46,4011.56
69,47,4026.12
69,48,4026.12
69,49,4026.12
69,50,4026.12
69,51,4026.12
69,52,4294.21
69,53,4294.21
69,54,4185.24
69,55,3811.82
69,56,3811.82
69,57,3811.82
69,58,3811.82
69,59,3597.64
69,60,3685.93
69,61,4038.07
69,62,3908.00
69,63,3422.02
69,64,3359.90
69,65,3589.48
69,66,3390.54
69,67,2697.67
69,68,2553.33
70,0,1894.06
70,1,1894.06
70,2,1894.06
70,3,1894.06
70,4,1894.06
70,5,1622.67
70,6,928.60
70,7,1089.21
70,8,1803.65
70,9,1149.55
70,10,1350.94
70,11,3703.41
70,12,3927.35
70,13,3927.35
70,14,3927.35
70,15,4160.77
70,16,4504.04
70,17,4504.04
70,18,5096.89
70,19,5096.89
70,20,4788.41
70,21,5175.92
70,22,5175.92
70,23,5175.92
70,24,5346.64
70,25,5346.64
70,26,5747.35
70,27,4147.75
70,28,4483.74
70,29,3953.84
70,30,4170.86
70,31,5865.24
70,32,6285.45
70,33,6943.46
70,34,7023.70
70,35,7023.70
70,36,7023.70
70,37,7197.23
70,38,4776.54
70,39,4580.00
70,40,3370.90
70,41,3320.19
70,42,3471.13
70,43,3471.13
70,44,3795.86
70,45,3887.02
70,46,3887.02
70,47,3993.10
70,48,3993.10
70,49,3993.10
70,50,3993.10
70,51,3993.10
70,52,4259.37
70,53,4259.37
70,54,4153.10
70,55,3783.00
70,56,3783.00
70,57,3783.00
70,58,3783.00
70,59,3652.81
70,60,3742.42
70,61,4099.81
70,62,3832.58
70,63,3530.17
70,64,3053.51
70,65,3343.46
70,66,3154.73
70,67,2821.45
70,68,2863.88
70,69,2863.88
71,0,1894.06
71,1,1894.06
71,2,1894.06
71,3,1894.06
71,4,1894.06
71,5,1622.67
71,6,928.60
71,7,1089.21
71,8,1803.65
71,9,1149.55
71,10,1350.94
71,11,3703.41
71,12,3927.35
71,13,3927.35
71,14,3927.35
71,15,4160.77
71,16,4504.04
71,17,4504.04
71,18,5096.89
71,19,5096.89
71,20,4788.41
71,21,5175.92
71,22,5175.92
71,23,5175.92
71,24,5346.64
71,25,5346.64
71,26,5747.35
71,27,4147.75
71,28,4483.74
71,29,3953.84
71,30,4170.86
71,31,5865.24
71,32,6285.45
71,33,6943.46
71,34,7023.70
71,35,7023.70
71,36,7023.70
71,37,7197.23
71,38,4776.54
71,39,4580.00
71,40,3370.90
71,41,3320.19
71,42,3471.13
71,43,3471.13
71,44,3795.86
71,45,3887.02
71,46,3887.02
71,47,3993.10
71,48,3993.10
71,49,3993.10
71,50,3993.10
71,51,3993.10
71,52,4259.37
71,53,4259.37
71,54,4153.10
71,55,3783.00
71,56,3783.00
71,57,3783.00
71,58,3783.00
71,59,3652.81
71,60,3742.42
71,61,4180.23
71,62,3908.43
71,63,3600.79
71,64,3057.08
71,65,2861.26
71,66,2609.58
71,67,2414.15
71,68,2452.56
71,69,2452.56
71,70,1941.78
72,0,1690.86
72,1,1690.86
72,2,1690.86
72,3,1690.86
72,4,1690.86
72,5,1438.59
72,6,793.42
72,7,942.72
72,8,1606.82
72,9,532.16
72,10,675.35
72,11,2348.70
72,12,2508.00
72,13,2508.00
72,14,2508.00
72,15,2673.97
72,16,2918.05
72,17,2918.05
72,18,3339.76
72,19,3339.76
72,20,3120.42
72,21,3395.95
72,22,3395.95
72,23,3395.95
72,24,3517.39
72,25,3517.39
72,26,3802.31
72,27,2664.95
72,28,2903.97
72,29,2527.00
72,30,2681.30
72,31,3886.61
72,32,4185.38
72,33,4653.25
72,34,4710.30
72,35,4710.30
72,36,4710.30
72,37,4833.69
72,38,3112.50
72,39,2972.68
72,40,2707.83
72,41,2707.83
72,42,2950.37
72,43,2950.37
72,44,3237.19
72,45,3317.89
72,46,3317.89
72,47,3411.79
72,48,3411.79
72,49,3411.79
72,50,3411.79
72,51,3411.79
72,52,3647.51
72,53,3647.51
72,54,3552.80
72,55,3225.18
72,56,3225.18
72,57,3225.18
72,58,3225.18
72,59,3225.18
72,60,3306.74
72,61,3659.39
72,62,3414.44
72,63,3137.81
72,64,2706.45
72,65,2425.04
72,66,2201.89
72,67,2102.63
72,68,2138.97
72,69,2138.97
72,70,1646.52
72,71,1107.78
73,0,1690.86
73,1,1690.86
73,2,1690.86
73,3,1690.86
73,4,1690.86
73,5,1438.59
73,6,793.42
73,7,942.72
73,8,1606.82
73,9,532.16
73,10,675.35
73,11,2348.70
73,12,2508.00
73,13,2508.00
73,14,2508.00
73,15,2673.97
73,16,2918.05
73,17,2918.05
73,18,3339.76
73,19,3339.76
73,20,3120.42
73,21,3395.95
73,22,3395.95
73,23,3395.95
73,24,3517.39
73,25,3517.39
73,26,3802.31
73,27,2664.95
73,28,2903.97
73,29,2527.00
73,30,2681.30
73,31,3886.61
73,32,4185.38
73,33,4653.25
73,34,4710.30
73,35,4710.30
73,36,4710.30
73,37,4833.69
73,38,3112.50
73,39,2972.68
73,40,2707.83
73,41,2707.83
73,42,2950.37
73,43,2950.37
73,44,3237.19
73,45,3317.89
73,46,3317.89
73,47,3411.79
73,48,3411.79
73,49,3411.79
73,50,3411.79
73,51,3411.79
73,52,3647.51
73,53,3647.51
73,54,3552.80
73,55,3225.18
73,56,3225.18
73,57,3225.18
73,58,3225.18
73,59,3225.18
73,60,3306.74
73,61,3659.39
73,62,3414.44
73,63,3137.81
73,64,2706.45
73,65,2425.04
73,66,2201.89
73,67,2087.30
73,68,2123.13
73,69,2123.13
73,70,1631.21
73,71,1210.83
73,72,928.20
74,0,1690.86
74,1,1690.86
74,2,1690.86
74,3,1690.86
74,4,1690.86
74,5,1438.59
74,6,793.42
74,7,942.72
74,8,1606.82
74,9,532.16
74,10,675.35
74,11,2348.70
74,12,2508.00
74,13,2508.00
74,14,2508.00
74,15,2673.97
74,16,2918.05
74,17,2918.05
74,18,3339.76
74,19,3339.76
74,20,3120.42
74,21,3395.95
74,22,3395.95
74,23,3395.95
74,24,3517.39
74,25,3517.39
74,26,3802.31
74,27,3366.51
74,28,3651.41
74,29,3202.09
74,30,3388.66
74,31,4820.16
74,32,5181.03
74,33,5738.07
74,34,5806.98
74,35,5806.98
74,36,5806.98
74,37,5954.26
74,38,3824.90
74,39,3660.80
74,40,3343.50
74,41,3343.50
74,42,3627.84
74,43,3627.84
74,44,3963.98
74,45,4060.17
74,46,4060.17
74,47,4172.11
74,48,4172.11
74,49,4172.11
74,50,4172.11
74,51,4172.11
74,52,4453.09
74,53,4453.09
74,54,4329.70
74,55,3938.56
74,56,3938.56
74,57,3938.56
74,58,3938.56
74,59,3938.56
74,60,4034.56
74,61,3884.13
74,62,3626.42
74,63,3335.19
74,64,3108.32
74,65,3113.01
74,66,2860.69
74,67,2720.40
74,68,2538.89
74,69,2538.89
74,70,1955.04
74,71,1424.48
74,72,996.32
74,73,1014.06
75,0,3299.39
75,1,3299.39
75,2,3299.39
75,3,3299.39
75,4,3299.39
75,5,2895.76
75,6,1863.49
75,7,2102.36
75,8,3164.93
75,9,3084.98
75,10,3171.73
75,11,3741.64
75,12,3741.64
75,13,3741.64
75,14,3741.64
75,15,3966.35
75,16,4296.54
75,17,4296.54
75,18,4274.15
75,19,4274.15
75,20,4008.18
75,21,4343.48
75,22,4343.48
75,23,4343.48
75,24,4343.48
75,25,4343.48
75,26,4681.13
75,27,4165.09
75,28,4165.09
75,29,4165.09
75,30,4394.68
75,31,4490.30
75,32,4830.91
75,33,5357.19
75,34,5422.23
75,35,5422.23
75,36,5422.23
75,37,5561.34
75,38,3507.30
75,39,3507.30
75,40,3255.52
75,41,3255.52
75,42,3534.71
75,43,3534.71
75,44,3534.71
75,45,3622.53
75,46,3622.53
75,47,3724.73
75,48,3724.73
75,49,3724.73
75,50,3724.73
75,51,3724.73
75,52,3981.28
75,53,3981.28
75,54,3347.49
75,55,3031.87
75,56,3031.87
75,57,3031.87
75,58,3031.87
75,59,3031.87
75,60,3110.06
75,61,2449.76
75,62,2398.30
75,63,2275.60
75,64,2103.46
75,65,2404.10
75,66,2128.94
75,67,1815.89
75,68,1523.44
75,69,1523.44
75,70,1141.01
75,71,752.58
75,72,714.44
75,73,845.01
75,74,707.04
76,0,3299.39
76,1,3299.39
76,2,3299.39
76,3,3299.39
76,4,3299.39
76,5,2895.76
76,6,1863.49
76,7,2102.36
76,8,3164.93
76,9,3084.98
76,10,3171.73
76,11,3741.64
76,12,3741.64
76,13,3741.64
76,14,3741.64
76,15,3966.35
76,16,4296.54
76,17,4296.54
76,18,4274.15
76,19,4274.15
76,20,4008.18
76,21,4343.48
76,22,4343.48
76,23,4343.48
76,24,4343.48
76,25,4343.48
76,26,4681.13
76,27,4076.85
76,28,4076.85
76,29,4076.85
76,30,4302.49
76,31,4396.48
76,32,4731.24
76,33,5248.49
76,34,5312.42
76,35,5312.42
76,36,5312.42
76,37,5449.14
76,38,3430.34
76,39,3430.34
76,40,3182.88
76,41,3182.88
76,42,3457.29
76,43,3457.29
76,44,3457.29
76,45,3543.61
76,46,3543.61
76,47,3644.06
76,48,3644.06
76,49,3644.06
76,50,3644.06
76,51,3644.06
76,52,3896.20
76,53,3896.20
76,54,3273.28
76,55,2963.08
76,56,2963.08
76,57,2963.08
76,58,2963.08
76,59,2963.08
76,60,3039.93
76,61,2390.96
76,62,2340.39
76,63,2219.80
76,64,2050.60
76,65,2346.08
76,66,2075.64
76,67,1767.96
76,68,1480.53
76,69,1480.53
76,70,1104.65
76,71,691.11
76,72,586.08
76,73,760.17
76,74,635.68
76,75,679.85
77,0,2935.43
77,1,2935.43
77,2,2935.43
77,3,2935.43
77,4,2935.43
77,5,2342.76
77,6,1457.64
77,7,1662.46
77,8,2573.57
77,9,2505.02
77,10,2471.38
77,11,2945.29
77,12,2945.29
77,13,2945.29
77,14,2945.29
77,15,3132.05
77,16,3406.31
77,17,3406.31
77,18,3387.70
77,19,3387.70
77,20,3013.35
77,21,3281.37
77,22,3281.37
77,23,3281.37
77,24,3281.37
77,25,3281.37
77,26,3551.67
77,27,3068.83
77,28,3068.83
77,29,3068.83
77,30,3249.30
77,31,3324.54
77,32,3592.18
77,33,4006.44
77,34,4057.55
77,35,4057.55
77,36,4057.55
77,37,4166.97
77,38,1997.87
77,39,1997.87
77,40,1832.61
77,41,1832.61
77,42,2018.22
77,43,2018.22
77,44,2018.22
77,45,2076.31
77,46,2076.31
77,47,2143.90
77,48,2143.90
77,49,2143.90
77,50,2143.90
77,51,2143.90
77,52,2313.50
77,53,2313.50
77,54,1715.05
77,55,1521.94
77,56,1521.94
77,57,1521.94
77,58,1521.94
77,59,1521.94
77,60,1570.36
77,61,1604.44
77,62,1568.01
77,63,1477.58
77,64,1347.50
77,65,1573.80
77,66,1231.97
77,67,1012.35
77,68,810.24
77,69,810.24
77,70,737.89
77,71,555.18
77,72,582.54
77,73,665.23
77,74,627.96
77,75,757.34
77,76,702.81
78,0,2935.43
78,1,2935.43
78,2,2935.43
78,3,2935.43
78,4,2935.43
78,5,2342.76
78,6,1457.64
78,7,1662.46
78,8,2573.57
78,9,2505.02
78,10,2471.38
78,11,2945.29
78,12,2945.29
78,13,2945.29
78,14,2945.29
78,15,3132.05
78,16,3406.31
78,17,3406.31
78,18,3387.70
78,19,3387.70
78,20,3013.35
78,21,3281.37
78,22,3281.37
78,23,3281.37
78,24,3281.37
78,25,3281.37
78,26,3551.67
78,27,3068.83
78,28,3068.83
78,29,3068.83
78,30,3249.30
78,31,3324.54
78,32,3592.18
78,33,4006.44
78,34,4057.55
78,35,4057.55
78,36,4057.55
78,37,4166.97
78,38,1997.87
78,39,1997.87
78,40,1832.61
78,41,1832.61
78,42,2018.22
78,43,2018.22
78,44,2018.22
78,45,2076.31
78,46,2076.31
78,47,2143.90
78,48,2143.90
78,49,2143.90
78,50,2143.90
78,51,2143.90
78,52,2313.50
78,53,2313.50
78,54,1715.05
78,55,1525.32
78,56,1525.32
78,57,1525.32
78,58,1525.32
78,59,1525.32
78,60,1573.81
78,61,1607.94
78,62,1571.44
78,63,1480.87
78,64,1350.62
78,65,1577.23
78,66,1234.92
78,67,1014.99
78,68,812.60
78,69,812.60
78,70,740.15
78,71,557.18
78,72,584.56
78,73,667.37
78,74,630.04
78,75,776.00
78,76,731.09
78,77,643.74
79,0,2105.07
79,1,2105.07
79,2,2105.07
79,3,2105.07
79,4,2105.07
79,5,1637.77
79,6,939.88
79,7,1101.38
79,8,1819.75
79,9,1765.70
79,10,1741.11
79,11,2115.04
79,12,2115.04
79,13,2115.04
79,14,2115.04
79,15,2262.40
79,16,2478.80
79,17,2478.80
79,18,2464.11
79,19,2464.11
79,20,1999.47
79,21,2199.23
79,22,2199.23
79,23,2199.23
79,24,2199.23
79,25,2199.23
79,26,2401.02
79,27,2548.76
79,28,2548.76
79,29,2548.76
79,30,2706.39
79,31,2772.15
79,32,3005.77
79,33,3367.96
79,34,3412.57
79,35,3412.57
79,36,3412.57
79,37,3508.20
79,38,1568.70
79,39,1568.70
79,40,1117.09
79,41,1117.09
79,42,1117.09
79,43,1117.09
79,44,1117.09
79,45,1157.71
79,46,1157.71
79,47,1204.97
79,48,1204.97
79,49,1204.97
79,50,1204.97
79,51,1204.97
79,52,1323.50
79,53,1323.50
79,54,906.10
79,55,1010.95
79,56,1010.95
79,57,1010.95
79,58,1010.95
79,59,1010.95
79,60,1049.95
79,61,1049.95
79,62,1228.00
79,63,1228.00
79,64,1228.00
79,65,1397.39
79,66,1074.79
79,67,869.46
79,68,879.58
79,69,879.58
79,70,879.58
